gdof,component,comp_name,layer_e,ir,iz,localnode,r,z
1,1,theta,1,1,1,1,1,0
2,1,theta,1,1,2,2,1,0.0799265
3,1,theta,1,1,3,3,1,0.307538
4,1,theta,1,1,4,4,1,0.648182
5,1,theta,1,1,5,5,1,1.05
6,1,theta,1,1,6,6,1,1.45182
7,1,theta,1,1,7,7,1,1.79246
8,1,theta,1,1,8,8,1,2.02007
9,1,theta,1,1,9,9,1,2.1
10,1,theta,1,2,1,10,1.00175,0
11,1,theta,1,2,2,11,1.00175,0.0799265
12,1,theta,1,2,3,12,1.00175,0.307538
13,1,theta,1,2,4,13,1.00175,0.648182
14,1,theta,1,2,5,14,1.00175,1.05
15,1,theta,1,2,6,15,1.00175,1.45182
16,1,theta,1,2,7,16,1.00175,1.79246
17,1,theta,1,2,8,17,1.00175,2.02007
18,1,theta,1,2,9,18,1.00175,2.1
19,1,theta,1,3,1,19,1.00682,0
20,1,theta,1,3,2,20,1.00682,0.0799265
21,1,theta,1,3,3,21,1.00682,0.307538
22,1,theta,1,3,4,22,1.00682,0.648182
23,1,theta,1,3,5,23,1.00682,1.05
24,1,theta,1,3,6,24,1.00682,1.45182
25,1,theta,1,3,7,25,1.00682,1.79246
26,1,theta,1,3,8,26,1.00682,2.02007
27,1,theta,1,3,9,27,1.00682,2.1
28,1,theta,1,4,1,28,1.01472,0
29,1,theta,1,4,2,29,1.01472,0.0799265
30,1,theta,1,4,3,30,1.01472,0.307538
31,1,theta,1,4,4,31,1.01472,0.648182
32,1,theta,1,4,5,32,1.01472,1.05
33,1,theta,1,4,6,33,1.01472,1.45182
34,1,theta,1,4,7,34,1.01472,1.79246
35,1,theta,1,4,8,35,1.01472,2.02007
36,1,theta,1,4,9,36,1.01472,2.1
37,1,theta,1,5,1,37,1.02468,0
38,1,theta,1,5,2,38,1.02468,0.0799265
39,1,theta,1,5,3,39,1.02468,0.307538
40,1,theta,1,5,4,40,1.02468,0.648182
41,1,theta,1,5,5,41,1.02468,1.05
42,1,theta,1,5,6,42,1.02468,1.45182
43,1,theta,1,5,7,43,1.02468,1.79246
44,1,theta,1,5,8,44,1.02468,2.02007
45,1,theta,1,5,9,45,1.02468,2.1
46,1,theta,1,6,1,46,1.03571,0
47,1,theta,1,6,2,47,1.03571,0.0799265
48,1,theta,1,6,3,48,1.03571,0.307538
49,1,theta,1,6,4,49,1.03571,0.648182
50,1,theta,1,6,5,50,1.03571,1.05
51,1,theta,1,6,6,51,1.03571,1.45182
52,1,theta,1,6,7,52,1.03571,1.79246
53,1,theta,1,6,8,53,1.03571,2.02007
54,1,theta,1,6,9,54,1.03571,2.1
55,1,theta,1,7,1,55,1.04675,0
56,1,theta,1,7,2,56,1.04675,0.0799265
57,1,theta,1,7,3,57,1.04675,0.307538
58,1,theta,1,7,4,58,1.04675,0.648182
59,1,theta,1,7,5,59,1.04675,1.05
60,1,theta,1,7,6,60,1.04675,1.45182
61,1,theta,1,7,7,61,1.04675,1.79246
62,1,theta,1,7,8,62,1.04675,2.02007
63,1,theta,1,7,9,63,1.04675,2.1
64,1,theta,1,8,1,64,1.05671,0
65,1,theta,1,8,2,65,1.05671,0.0799265
66,1,theta,1,8,3,66,1.05671,0.307538
67,1,theta,1,8,4,67,1.05671,0.648182
68,1,theta,1,8,5,68,1.05671,1.05
69,1,theta,1,8,6,69,1.05671,1.45182
70,1,theta,1,8,7,70,1.05671,1.79246
71,1,theta,1,8,8,71,1.05671,2.02007
72,1,theta,1,8,9,72,1.05671,2.1
73,1,theta,1,9,1,73,1.06461,0
74,1,theta,1,9,2,74,1.06461,0.0799265
75,1,theta,1,9,3,75,1.06461,0.307538
76,1,theta,1,9,4,76,1.06461,0.648182
77,1,theta,1,9,5,77,1.06461,1.05
78,1,theta,1,9,6,78,1.06461,1.45182
79,1,theta,1,9,7,79,1.06461,1.79246
80,1,theta,1,9,8,80,1.06461,2.02007
81,1,theta,1,9,9,81,1.06461,2.1
82,1,theta,1,10,1,82,1.06968,0
83,1,theta,1,10,2,83,1.06968,0.0799265
84,1,theta,1,10,3,84,1.06968,0.307538
85,1,theta,1,10,4,85,1.06968,0.648182
86,1,theta,1,10,5,86,1.06968,1.05
87,1,theta,1,10,6,87,1.06968,1.45182
88,1,theta,1,10,7,88,1.06968,1.79246
89,1,theta,1,10,8,89,1.06968,2.02007
90,1,theta,1,10,9,90,1.06968,2.1
