gdof,component,comp_name,layer_e,ir,iz,localnode,r,z
280,1,theta,3,4,5,38,1.15758,0.725532
281,1,theta,3,4,6,39,1.15758,1.05
282,1,theta,3,4,7,40,1.15758,1.37447
283,1,theta,3,4,8,41,1.15758,1.66717
284,1,theta,3,4,9,42,1.15758,1.89947
285,1,theta,3,4,10,43,1.15758,2.04861
286,1,theta,3,4,11,44,1.15758,2.1
287,1,theta,3,5,1,45,1.16754,0
288,1,theta,3,5,2,46,1.16754,0.0513907
289,1,theta,3,5,3,47,1.16754,0.200532
290,1,theta,3,5,4,48,1.16754,0.432825
291,1,theta,3,5,5,49,1.16754,0.725532
292,1,theta,3,5,6,50,1.16754,1.05
293,1,theta,3,5,7,51,1.16754,1.37447
294,1,theta,3,5,8,52,1.16754,1.66717
295,1,theta,3,5,9,53,1.16754,1.89947
296,1,theta,3,5,10,54,1.16754,2.04861
297,1,theta,3,5,11,55,1.16754,2.1
298,1,theta,3,6,1,56,1.17857,0
299,1,theta,3,6,2,57,1.17857,0.0513907
300,1,theta,3,6,3,58,1.17857,0.200532
301,1,theta,3,6,4,59,1.17857,0.432825
302,1,theta,3,6,5,60,1.17857,0.725532
303,1,theta,3,6,6,61,1.17857,1.05
304,1,theta,3,6,7,62,1.17857,1.37447
305,1,theta,3,6,8,63,1.17857,1.66717
306,1,theta,3,6,9,64,1.17857,1.89947
307,1,theta,3,6,10,65,1.17857,2.04861
308,1,theta,3,6,11,66,1.17857,2.1
309,1,theta,3,7,1,67,1.18961,0
310,1,theta,3,7,2,68,1.18961,0.0513907
311,1,theta,3,7,3,69,1.18961,0.200532
312,1,theta,3,7,4,70,1.18961,0.432825
313,1,theta,3,7,5,71,1.18961,0.725532
314,1,theta,3,7,6,72,1.18961,1.05
315,1,theta,3,7,7,73,1.18961,1.37447
316,1,theta,3,7,8,74,1.18961,1.66717
317,1,theta,3,7,9,75,1.18961,1.89947
318,1,theta,3,7,10,76,1.18961,2.04861
319,1,theta,3,7,11,77,1.18961,2.1
320,1,theta,3,8,1,78,1.19956,0
321,1,theta,3,8,2,79,1.19956,0.0513907
322,1,theta,3,8,3,80,1.19956,0.200532
323,1,theta,3,8,4,81,1.19956,0.432825
324,1,theta,3,8,5,82,1.19956,0.725532
325,1,theta,3,8,6,83,1.19956,1.05
326,1,theta,3,8,7,84,1.19956,1.37447
327,1,theta,3,8,8,85,1.19956,1.66717
328,1,theta,3,8,9,86,1.19956,1.89947
329,1,theta,3,8,10,87,1.19956,2.04861
330,1,theta,3,8,11,88,1.19956,2.1
331,1,theta,3,9,1,89,1.20746,0
332,1,theta,3,9,2,90,1.20746,0.0513907
333,1,theta,3,9,3,91,1.20746,0.200532
334,1,theta,3,9,4,92,1.20746,0.432825
335,1,theta,3,9,5,93,1.20746,0.725532
336,1,theta,3,9,6,94,1.20746,1.05
337,1,theta,3,9,7,95,1.20746,1.37447
338,1,theta,3,9,8,96,1.20746,1.66717
339,1,theta,3,9,9,97,1.20746,1.89947
340,1,theta,3,9,10,98,1.20746,2.04861
341,1,theta,3,9,11,99,1.20746,2.1
342,1,theta,3,10,1,100,1.21254,0
343,1,theta,3,10,2,101,1.21254,0.0513907
344,1,theta,3,10,3,102,1.21254,0.200532
345,1,theta,3,10,4,103,1.21254,0.432825
346,1,theta,3,10,5,104,1.21254,0.725532
347,1,theta,3,10,6,105,1.21254,1.05
348,1,theta,3,10,7,106,1.21254,1.37447
349,1,theta,3,10,8,107,1.21254,1.66717
350,1,theta,3,10,9,108,1.21254,1.89947
351,1,theta,3,10,10,109,1.21254,2.04861
352,1,theta,3,10,11,110,1.21254,2.1
353,1,theta,3,11,1,111,1.21429,0
354,1,theta,3,11,2,112,1.21429,0.0513907
355,1,theta,3,11,3,113,1.21429,0.200532
356,1,theta,3,11,4,114,1.21429,0.432825
357,1,theta,3,11,5,115,1.21429,0.725532
358,1,theta,3,11,6,116,1.21429,1.05
359,1,theta,3,11,7,117,1.21429,1.37447
360,1,theta,3,11,8,118,1.21429,1.66717
361,1,theta,3,11,9,119,1.21429,1.89947
362,1,theta,3,11,10,120,1.21429,2.04861
363,1,theta,3,11,11,121,1.21429,2.1
364,1,theta,4,1,1,1,1.21429,0
365,1,theta,4,1,2,2,1.21429,0.0513907
366,1,theta,4,1,3,3,1.21429,0.200532
367,1,theta,4,1,4,4,1.21429,0.432825
368,1,theta,4,1,5,5,1.21429,0.725532
369,1,theta,4,1,6,6,1.21429,1.05
370,1,theta,4,1,7,7,1.21429,1.37447
371,1,theta,4,1,8,8,1.21429,1.66717
372,1,theta,4,1,9,9,1.21429,1.89947
373,1,theta,4,1,10,10,1.21429,2.04861
374,1,theta,4,1,11,11,1.21429,2.1
375,1,theta,4,2,1,12,1.21603,0
376,1,theta,4,2,2,13,1.21603,0.0513907
377,1,theta,4,2,3,14,1.21603,0.200532
378,1,theta,4,2,4,15,1.21603,0.432825
379,1,theta,4,2,5,16,1.21603,0.725532
380,1,theta,4,2,6,17,1.21603,1.05
381,1,theta,4,2,7,18,1.21603,1.37447
382,1,theta,4,2,8,19,1.21603,1.66717
383,1,theta,4,2,9,20,1.21603,1.89947
384,1,theta,4,2,10,21,1.21603,2.04861
385,1,theta,4,2,11,22,1.21603,2.1
386,1,theta,4,3,1,23,1.22111,0
387,1,theta,4,3,2,24,1.22111,0.0513907
388,1,theta,4,3,3,25,1.22111,0.200532
389,1,theta,4,3,4,26,1.22111,0.432825
390,1,theta,4,3,5,27,1.22111,0.725532
391,1,theta,4,3,6,28,1.22111,1.05
392,1,theta,4,3,7,29,1.22111,1.37447
393,1,theta,4,3,8,30,1.22111,1.66717
394,1,theta,4,3,9,31,1.22111,1.89947
395,1,theta,4,3,10,32,1.22111,2.04861
396,1,theta,4,3,11,33,1.22111,2.1
397,1,theta,4,4,1,34,1.22901,0
398,1,theta,4,4,2,35,1.22901,0.0513907
399,1,theta,4,4,3,36,1.22901,0.200532
400,1,theta,4,4,4,37,1.22901,0.432825
401,1,theta,4,4,5,38,1.22901,0.725532
402,1,theta,4,4,6,39,1.22901,1.05
403,1,theta,4,4,7,40,1.22901,1.37447
404,1,theta,4,4,8,41,1.22901,1.66717
405,1,theta,4,4,9,42,1.22901,1.89947
406,1,theta,4,4,10,43,1.22901,2.04861
407,1,theta,4,4,11,44,1.22901,2.1
408,1,theta,4,5,1,45,1.23896,0
409,1,theta,4,5,2,46,1.23896,0.0513907
410,1,theta,4,5,3,47,1.23896,0.200532
411,1,theta,4,5,4,48,1.23896,0.432825
412,1,theta,4,5,5,49,1.23896,0.725532
413,1,theta,4,5,6,50,1.23896,1.05
414,1,theta,4,5,7,51,1.23896,1.37447
415,1,theta,4,5,8,52,1.23896,1.66717
416,1,theta,4,5,9,53,1.23896,1.89947
417,1,theta,4,5,10,54,1.23896,2.04861
418,1,theta,4,5,11,55,1.23896,2.1
419,1,theta,4,6,1,56,1.25,0
420,1,theta,4,6,2,57,1.25,0.0513907
421,1,theta,4,6,3,58,1.25,0.200532
422,1,theta,4,6,4,59,1.25,0.432825
423,1,theta,4,6,5,60,1.25,0.725532
424,1,theta,4,6,6,61,1.25,1.05
425,1,theta,4,6,7,62,1.25,1.37447
426,1,theta,4,6,8,63,1.25,1.66717
427,1,theta,4,6,9,64,1.25,1.89947
428,1,theta,4,6,10,65,1.25,2.04861
429,1,theta,4,6,11,66,1.25,2.1
430,1,theta,4,7,1,67,1.26104,0
431,1,theta,4,7,2,68,1.26104,0.0513907
432,1,theta,4,7,3,69,1.26104,0.200532
433,1,theta,4,7,4,70,1.26104,0.432825
434,1,theta,4,7,5,71,1.26104,0.725532
435,1,theta,4,7,6,72,1.26104,1.05
436,1,theta,4,7,7,73,1.26104,1.37447
437,1,theta,4,7,8,74,1.26104,1.66717
438,1,theta,4,7,9,75,1.26104,1.89947
439,1,theta,4,7,10,76,1.26104,2.04861
440,1,theta,4,7,11,77,1.26104,2.1
441,1,theta,4,8,1,78,1.27099,0
442,1,theta,4,8,2,79,1.27099,0.0513907
443,1,theta,4,8,3,80,1.27099,0.200532
444,1,theta,4,8,4,81,1.27099,0.432825
445,1,theta,4,8,5,82,1.27099,0.725532
446,1,theta,4,8,6,83,1.27099,1.05
447,1,theta,4,8,7,84,1.27099,1.37447
448,1,theta,4,8,8,85,1.27099,1.66717
449,1,theta,4,8,9,86,1.27099,1.89947
450,1,theta,4,8,10,87,1.27099,2.04861
451,1,theta,4,8,11,88,1.27099,2.1
452,1,theta,4,9,1,89,1.27889,0
453,1,theta,4,9,2,90,1.27889,0.0513907
454,1,theta,4,9,3,91,1.27889,0.200532
455,1,theta,4,9,4,92,1.27889,0.432825
456,1,theta,4,9,5,93,1.27889,0.725532
457,1,theta,4,9,6,94,1.27889,1.05
458,1,theta,4,9,7,95,1.27889,1.37447
459,1,theta,4,9,8,96,1.27889,1.66717
460,1,theta,4,9,9,97,1.27889,1.89947
461,1,theta,4,9,10,98,1.27889,2.04861
462,1,theta,4,9,11,99,1.27889,2.1
463,1,theta,4,10,1,100,1.28397,0
464,1,theta,4,10,2,101,1.28397,0.0513907
465,1,theta,4,10,3,102,1.28397,0.200532
466,1,theta,4,10,4,103,1.28397,0.432825
467,1,theta,4,10,5,104,1.28397,0.725532
468,1,theta,4,10,6,105,1.28397,1.05
469,1,theta,4,10,7,106,1.28397,1.37447
470,1,theta,4,10,8,107,1.28397,1.66717
471,1,theta,4,10,9,108,1.28397,1.89947
472,1,theta,4,10,10,109,1.28397,2.04861
473,1,theta,4,10,11,110,1.28397,2.1
474,1,theta,4,11,1,111,1.28571,0
475,1,theta,4,11,2,112,1.28571,0.0513907
476,1,theta,4,11,3,113,1.28571,0.200532
477,1,theta,4,11,4,114,1.28571,0.432825
478,1,theta,4,11,5,115,1.28571,0.725532
479,1,theta,4,11,6,116,1.28571,1.05
480,1,theta,4,11,7,117,1.28571,1.37447
481,1,theta,4,11,8,118,1.28571,1.66717
482,1,theta,4,11,9,119,1.28571,1.89947
483,1,theta,4,11,10,120,1.28571,2.04861
484,1,theta,4,11,11,121,1.28571,2.1
485,1,theta,5,1,1,1,1.28571,0
486,1,theta,5,1,2,2,1.28571,0.0513907
487,1,theta,5,1,3,3,1.28571,0.200532
488,1,theta,5,1,4,4,1.28571,0.432825
489,1,theta,5,1,5,5,1.28571,0.725532
490,1,theta,5,1,6,6,1.28571,1.05
491,1,theta,5,1,7,7,1.28571,1.37447
492,1,theta,5,1,8,8,1.28571,1.66717
493,1,theta,5,1,9,9,1.28571,1.89947
494,1,theta,5,1,10,10,1.28571,2.04861
495,1,theta,5,1,11,11,1.28571,2.1
496,1,theta,5,2,1,12,1.28746,0
497,1,theta,5,2,2,13,1.28746,0.0513907
498,1,theta,5,2,3,14,1.28746,0.200532
499,1,theta,5,2,4,15,1.28746,0.432825
500,1,theta,5,2,5,16,1.28746,0.725532
501,1,theta,5,2,6,17,1.28746,1.05
502,1,theta,5,2,7,18,1.28746,1.37447
503,1,theta,5,2,8,19,1.28746,1.66717
504,1,theta,5,2,9,20,1.28746,1.89947
505,1,theta,5,2,10,21,1.28746,2.04861
506,1,theta,5,2,11,22,1.28746,2.1
507,1,theta,5,3,1,23,1.29254,0
508,1,theta,5,3,2,24,1.29254,0.0513907
509,1,theta,5,3,3,25,1.29254,0.200532
510,1,theta,5,3,4,26,1.29254,0.432825
511,1,theta,5,3,5,27,1.29254,0.725532
512,1,theta,5,3,6,28,1.29254,1.05
513,1,theta,5,3,7,29,1.29254,1.37447
514,1,theta,5,3,8,30,1.29254,1.66717
515,1,theta,5,3,9,31,1.29254,1.89947
516,1,theta,5,3,10,32,1.29254,2.04861
517,1,theta,5,3,11,33,1.29254,2.1
518,1,theta,5,4,1,34,1.30044,0
519,1,theta,5,4,2,35,1.30044,0.0513907
520,1,theta,5,4,3,36,1.30044,0.200532
521,1,theta,5,4,4,37,1.30044,0.432825
522,1,theta,5,4,5,38,1.30044,0.725532
523,1,theta,5,4,6,39,1.30044,1.05
524,1,theta,5,4,7,40,1.30044,1.37447
525,1,theta,5,4,8,41,1.30044,1.66717
526,1,theta,5,4,9,42,1.30044,1.89947
527,1,theta,5,4,10,43,1.30044,2.04861
528,1,theta,5,4,11,44,1.30044,2.1
529,1,theta,5,5,1,45,1.31039,0
530,1,theta,5,5,2,46,1.31039,0.0513907
531,1,theta,5,5,3,47,1.31039,0.200532
532,1,theta,5,5,4,48,1.31039,0.432825
533,1,theta,5,5,5,49,1.31039,0.725532
534,1,theta,5,5,6,50,1.31039,1.05
535,1,theta,5,5,7,51,1.31039,1.37447
536,1,theta,5,5,8,52,1.31039,1.66717
537,1,theta,5,5,9,53,1.31039,1.89947
538,1,theta,5,5,10,54,1.31039,2.04861
539,1,theta,5,5,11,55,1.31039,2.1
540,1,theta,5,6,1,56,1.32143,0
541,1,theta,5,6,2,57,1.32143,0.0513907
542,1,theta,5,6,3,58,1.32143,0.200532
543,1,theta,5,6,4,59,1.32143,0.432825
544,1,theta,5,6,5,60,1.32143,0.725532
545,1,theta,5,6,6,61,1.32143,1.05
546,1,theta,5,6,7,62,1.32143,1.37447
547,1,theta,5,6,8,63,1.32143,1.66717
548,1,theta,5,6,9,64,1.32143,1.89947
549,1,theta,5,6,10,65,1.32143,2.04861
550,1,theta,5,6,11,66,1.32143,2.1
551,1,theta,5,7,1,67,1.33246,0
552,1,theta,5,7,2,68,1.33246,0.0513907
553,1,theta,5,7,3,69,1.33246,0.200532
554,1,theta,5,7,4,70,1.33246,0.432825
555,1,theta,5,7,5,71,1.33246,0.725532
556,1,theta,5,7,6,72,1.33246,1.05
557,1,theta,5,7,7,73,1.33246,1.37447
558,1,theta,5,7,8,74,1.33246,1.66717
559,1,theta,5,7,9,75,1.33246,1.89947
560,1,theta,5,7,10,76,1.33246,2.04861
561,1,theta,5,7,11,77,1.33246,2.1
562,1,theta,5,8,1,78,1.34242,0
563,1,theta,5,8,2,79,1.34242,0.0513907
564,1,theta,5,8,3,80,1.34242,0.200532
565,1,theta,5,8,4,81,1.34242,0.432825
566,1,theta,5,8,5,82,1.34242,0.725532
567,1,theta,5,8,6,83,1.34242,1.05
